"Absolute Path","Relative Path","Label"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0033.txt","..\python\dataset_copy\1_0033.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0034.txt","..\python\dataset_copy\1_0034.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0035.txt","..\python\dataset_copy\1_0035.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0036.txt","..\python\dataset_copy\1_0036.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0037.txt","..\python\dataset_copy\1_0037.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0038.txt","..\python\dataset_copy\1_0038.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0039.txt","..\python\dataset_copy\1_0039.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0040.txt","..\python\dataset_copy\1_0040.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0041.txt","..\python\dataset_copy\1_0041.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0042.txt","..\python\dataset_copy\1_0042.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0043.txt","..\python\dataset_copy\1_0043.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0044.txt","..\python\dataset_copy\1_0044.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0045.txt","..\python\dataset_copy\1_0045.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0046.txt","..\python\dataset_copy\1_0046.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0047.txt","..\python\dataset_copy\1_0047.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0048.txt","..\python\dataset_copy\1_0048.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0049.txt","..\python\dataset_copy\1_0049.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0050.txt","..\python\dataset_copy\1_0050.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0051.txt","..\python\dataset_copy\1_0051.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0052.txt","..\python\dataset_copy\1_0052.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0053.txt","..\python\dataset_copy\1_0053.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0054.txt","..\python\dataset_copy\1_0054.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0055.txt","..\python\dataset_copy\1_0055.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0056.txt","..\python\dataset_copy\1_0056.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0057.txt","..\python\dataset_copy\1_0057.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0058.txt","..\python\dataset_copy\1_0058.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0059.txt","..\python\dataset_copy\1_0059.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0060.txt","..\python\dataset_copy\1_0060.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0061.txt","..\python\dataset_copy\1_0061.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0062.txt","..\python\dataset_copy\1_0062.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0063.txt","..\python\dataset_copy\1_0063.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0064.txt","..\python\dataset_copy\1_0064.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0065.txt","..\python\dataset_copy\1_0065.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0066.txt","..\python\dataset_copy\1_0066.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0067.txt","..\python\dataset_copy\1_0067.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0068.txt","..\python\dataset_copy\1_0068.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0069.txt","..\python\dataset_copy\1_0069.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0070.txt","..\python\dataset_copy\1_0070.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0071.txt","..\python\dataset_copy\1_0071.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0072.txt","..\python\dataset_copy\1_0072.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0073.txt","..\python\dataset_copy\1_0073.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0074.txt","..\python\dataset_copy\1_0074.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0075.txt","..\python\dataset_copy\1_0075.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0076.txt","..\python\dataset_copy\1_0076.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0077.txt","..\python\dataset_copy\1_0077.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0078.txt","..\python\dataset_copy\1_0078.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0079.txt","..\python\dataset_copy\1_0079.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0080.txt","..\python\dataset_copy\1_0080.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0081.txt","..\python\dataset_copy\1_0081.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0082.txt","..\python\dataset_copy\1_0082.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0083.txt","..\python\dataset_copy\1_0083.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0084.txt","..\python\dataset_copy\1_0084.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0085.txt","..\python\dataset_copy\1_0085.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0086.txt","..\python\dataset_copy\1_0086.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0087.txt","..\python\dataset_copy\1_0087.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0088.txt","..\python\dataset_copy\1_0088.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0089.txt","..\python\dataset_copy\1_0089.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0090.txt","..\python\dataset_copy\1_0090.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0091.txt","..\python\dataset_copy\1_0091.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0092.txt","..\python\dataset_copy\1_0092.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0093.txt","..\python\dataset_copy\1_0093.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0094.txt","..\python\dataset_copy\1_0094.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0095.txt","..\python\dataset_copy\1_0095.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0096.txt","..\python\dataset_copy\1_0096.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0097.txt","..\python\dataset_copy\1_0097.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0098.txt","..\python\dataset_copy\1_0098.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0099.txt","..\python\dataset_copy\1_0099.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0100.txt","..\python\dataset_copy\1_0100.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0101.txt","..\python\dataset_copy\1_0101.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0102.txt","..\python\dataset_copy\1_0102.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0103.txt","..\python\dataset_copy\1_0103.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0104.txt","..\python\dataset_copy\1_0104.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0105.txt","..\python\dataset_copy\1_0105.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0106.txt","..\python\dataset_copy\1_0106.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0107.txt","..\python\dataset_copy\1_0107.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0108.txt","..\python\dataset_copy\1_0108.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0109.txt","..\python\dataset_copy\1_0109.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0110.txt","..\python\dataset_copy\1_0110.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0111.txt","..\python\dataset_copy\1_0111.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0112.txt","..\python\dataset_copy\1_0112.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0113.txt","..\python\dataset_copy\1_0113.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0114.txt","..\python\dataset_copy\1_0114.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0115.txt","..\python\dataset_copy\1_0115.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0116.txt","..\python\dataset_copy\1_0116.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0117.txt","..\python\dataset_copy\1_0117.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0118.txt","..\python\dataset_copy\1_0118.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0119.txt","..\python\dataset_copy\1_0119.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0120.txt","..\python\dataset_copy\1_0120.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0121.txt","..\python\dataset_copy\1_0121.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0122.txt","..\python\dataset_copy\1_0122.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0123.txt","..\python\dataset_copy\1_0123.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0124.txt","..\python\dataset_copy\1_0124.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0125.txt","..\python\dataset_copy\1_0125.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0126.txt","..\python\dataset_copy\1_0126.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0127.txt","..\python\dataset_copy\1_0127.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0128.txt","..\python\dataset_copy\1_0128.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0129.txt","..\python\dataset_copy\1_0129.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0130.txt","..\python\dataset_copy\1_0130.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0131.txt","..\python\dataset_copy\1_0131.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0132.txt","..\python\dataset_copy\1_0132.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0133.txt","..\python\dataset_copy\1_0133.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0134.txt","..\python\dataset_copy\1_0134.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0135.txt","..\python\dataset_copy\1_0135.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0136.txt","..\python\dataset_copy\1_0136.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0137.txt","..\python\dataset_copy\1_0137.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0138.txt","..\python\dataset_copy\1_0138.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0139.txt","..\python\dataset_copy\1_0139.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0140.txt","..\python\dataset_copy\1_0140.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0141.txt","..\python\dataset_copy\1_0141.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0142.txt","..\python\dataset_copy\1_0142.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0143.txt","..\python\dataset_copy\1_0143.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0144.txt","..\python\dataset_copy\1_0144.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0145.txt","..\python\dataset_copy\1_0145.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0146.txt","..\python\dataset_copy\1_0146.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0147.txt","..\python\dataset_copy\1_0147.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0148.txt","..\python\dataset_copy\1_0148.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0149.txt","..\python\dataset_copy\1_0149.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0150.txt","..\python\dataset_copy\1_0150.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0151.txt","..\python\dataset_copy\1_0151.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0152.txt","..\python\dataset_copy\1_0152.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0153.txt","..\python\dataset_copy\1_0153.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0154.txt","..\python\dataset_copy\1_0154.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0155.txt","..\python\dataset_copy\1_0155.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0156.txt","..\python\dataset_copy\1_0156.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0157.txt","..\python\dataset_copy\1_0157.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0158.txt","..\python\dataset_copy\1_0158.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0159.txt","..\python\dataset_copy\1_0159.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0160.txt","..\python\dataset_copy\1_0160.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0161.txt","..\python\dataset_copy\1_0161.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0162.txt","..\python\dataset_copy\1_0162.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0163.txt","..\python\dataset_copy\1_0163.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0164.txt","..\python\dataset_copy\1_0164.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0165.txt","..\python\dataset_copy\1_0165.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0166.txt","..\python\dataset_copy\1_0166.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0167.txt","..\python\dataset_copy\1_0167.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0168.txt","..\python\dataset_copy\1_0168.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0169.txt","..\python\dataset_copy\1_0169.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0170.txt","..\python\dataset_copy\1_0170.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0171.txt","..\python\dataset_copy\1_0171.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0172.txt","..\python\dataset_copy\1_0172.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0173.txt","..\python\dataset_copy\1_0173.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0174.txt","..\python\dataset_copy\1_0174.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0175.txt","..\python\dataset_copy\1_0175.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0176.txt","..\python\dataset_copy\1_0176.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0177.txt","..\python\dataset_copy\1_0177.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0178.txt","..\python\dataset_copy\1_0178.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0179.txt","..\python\dataset_copy\1_0179.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0180.txt","..\python\dataset_copy\1_0180.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0181.txt","..\python\dataset_copy\1_0181.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0182.txt","..\python\dataset_copy\1_0182.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0183.txt","..\python\dataset_copy\1_0183.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0184.txt","..\python\dataset_copy\1_0184.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0185.txt","..\python\dataset_copy\1_0185.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0186.txt","..\python\dataset_copy\1_0186.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0187.txt","..\python\dataset_copy\1_0187.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0188.txt","..\python\dataset_copy\1_0188.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0189.txt","..\python\dataset_copy\1_0189.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0190.txt","..\python\dataset_copy\1_0190.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0191.txt","..\python\dataset_copy\1_0191.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0192.txt","..\python\dataset_copy\1_0192.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0193.txt","..\python\dataset_copy\1_0193.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0194.txt","..\python\dataset_copy\1_0194.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0195.txt","..\python\dataset_copy\1_0195.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0196.txt","..\python\dataset_copy\1_0196.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0197.txt","..\python\dataset_copy\1_0197.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0198.txt","..\python\dataset_copy\1_0198.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0199.txt","..\python\dataset_copy\1_0199.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0200.txt","..\python\dataset_copy\1_0200.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0201.txt","..\python\dataset_copy\1_0201.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0202.txt","..\python\dataset_copy\1_0202.txt","1"
